Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1559,35,Male,Backpack,Accessories,100,New Mexico,M,White,Spring,4.3,No,Store Pickup,Yes,Yes,13,Cash,Every 3 Months
1559,35,Male,Dress,Clothing,50,New Mexico,M,Green,Fall,3.3,No,Next Day Air,Yes,No,2,Debit Card,Every 3 Months
1559,35,Male,Shoes,Footwear,82,New Mexico,S,Silver,Fall,4.5,No,Next Day Air,No,Yes,29,PayPal,Every 3 Months
1559,35,Male,T-shirt,Clothing,92,New Mexico,M,Orange,Winter,2.5,No,2-Day Shipping,No,No,10,PayPal,Every 3 Months
1560,43,Male,Dress,Clothing,20,Oregon,M,Green,Spring,4.8,No,Store Pickup,No,No,14,Venmo,Fortnightly
1560,43,Male,Coat,Outerwear,20,Oregon,M,White,Summer,3.0,No,2-Day Shipping,Yes,No,8,Cash,Fortnightly
1560,43,Male,Coat,Outerwear,94,Oregon,XL,Orange,Winter,3.6,No,Standard,No,Yes,34,Bank Transfer,Fortnightly
1560,43,Male,Sweater,Clothing,20,Oregon,M,Beige,Fall,3.6,No,Free Shipping,Yes,No,33,Debit Card,Fortnightly
1560,43,Male,Gloves,Accessories,50,Oregon,L,Charcoal,Spring,4.5,No,Next Day Air,No,No,4,Venmo,Fortnightly
1560,43,Male,Dress,Clothing,45,Oregon,M,Teal,Summer,3.0,No,Free Shipping,Yes,No,25,Debit Card,Fortnightly
1560,43,Male,T-shirt,Clothing,47,Oregon,S,Silver,Winter,5.0,No,Store Pickup,No,Yes,2,PayPal,Fortnightly
1560,43,Male,Coat,Outerwear,68,Oregon,M,Orange,Spring,4.7,No,Store Pickup,Yes,No,29,PayPal,Fortnightly
1560,43,Male,Sweater,Clothing,63,Oregon,M,Gray,Winter,3.5,No,Express,Yes,No,30,Cash,Fortnightly
1560,43,Male,Backpack,Accessories,67,Oregon,L,Turquoise,Summer,3.7,No,2-Day Shipping,No,No,49,Cash,Fortnightly
1561,57,Male,Pants,Clothing,48,Oregon,S,Green,Spring,3.4,No,Next Day Air,No,No,43,Credit Card,Weekly
1561,57,Male,Jewelry,Accessories,42,Oregon,XL,Cyan,Summer,2.6,No,Store Pickup,No,No,12,Credit Card,Weekly
1561,57,Male,Gloves,Accessories,90,Oregon,S,Gold,Fall,4.6,No,Standard,No,No,27,Venmo,Weekly
1561,57,Male,Scarf,Accessories,60,Oregon,XL,Blue,Winter,5.0,No,2-Day Shipping,No,No,4,Debit Card,Weekly
1561,57,Male,Coat,Outerwear,20,Oregon,XL,Magenta,Winter,4.1,No,Store Pickup,No,No,24,Venmo,Weekly
1561,57,Male,Hoodie,Clothing,51,Oregon,M,Violet,Summer,3.1,No,Standard,No,No,41,Bank Transfer,Weekly
1561,57,Male,Belt,Accessories,83,Oregon,M,Beige,Summer,4.5,No,2-Day Shipping,No,No,30,Credit Card,Weekly
1561,57,Male,Pants,Clothing,41,Oregon,S,Pink,Summer,2.9,No,Next Day Air,No,Yes,30,Debit Card,Weekly
1561,57,Male,Handbag,Accessories,22,Oregon,L,Silver,Spring,4.3,No,Express,No,No,35,Venmo,Weekly
1561,57,Male,Skirt,Clothing,51,Oregon,L,Brown,Spring,4.3,No,Store Pickup,No,No,23,Credit Card,Weekly
1562,50,Male,Sandals,Footwear,60,Mississippi,XL,Teal,Summer,4.0,No,Express,Yes,Yes,24,PayPal,Quarterly
1562,50,Male,Sweater,Clothing,71,Mississippi,XL,Teal,Fall,4.6,No,Next Day Air,No,No,46,Debit Card,Quarterly
1562,50,Male,Socks,Clothing,46,Mississippi,L,Yellow,Winter,4.9,No,Standard,No,Yes,16,Cash,Quarterly
1562,50,Male,Sunglasses,Accessories,29,Mississippi,L,Cyan,Fall,4.6,No,Standard,Yes,No,10,Cash,Quarterly
1562,50,Male,Jewelry,Accessories,72,Mississippi,S,Silver,Winter,3.9,No,Store Pickup,Yes,No,6,Cash,Quarterly
1563,37,Male,Shirt,Clothing,100,Alabama,S,Magenta,Fall,2.6,No,Store Pickup,Yes,No,26,Debit Card,Bi-Weekly
1563,37,Male,Socks,Clothing,100,Alabama,M,Charcoal,Summer,3.5,No,Store Pickup,No,Yes,10,PayPal,Bi-Weekly
1563,37,Male,Boots,Footwear,51,Alabama,M,Purple,Fall,3.8,No,Free Shipping,Yes,Yes,37,Venmo,Bi-Weekly
1564,68,Male,Hat,Accessories,66,Kansas,M,Blue,Fall,4.7,No,2-Day Shipping,Yes,No,1,Bank Transfer,Weekly
1564,68,Male,Belt,Accessories,90,Kansas,S,Purple,Fall,2.6,No,Express,Yes,No,45,Cash,Weekly
1564,68,Male,Jeans,Clothing,84,Kansas,M,Gold,Spring,3.7,No,2-Day Shipping,Yes,No,38,Bank Transfer,Weekly
1564,68,Male,Sunglasses,Accessories,68,Kansas,S,Olive,Spring,4.5,No,Express,No,No,13,Credit Card,Weekly
1564,68,Male,Skirt,Clothing,33,Kansas,S,Purple,Fall,3.0,No,Next Day Air,No,No,13,Debit Card,Weekly
1564,68,Male,Sunglasses,Accessories,89,Kansas,L,Charcoal,Winter,3.3,No,Free Shipping,No,No,36,Credit Card,Weekly
1564,68,Male,Coat,Outerwear,45,Kansas,M,Gray,Winter,3.1,No,Standard,Yes,No,28,Cash,Weekly
1564,68,Male,Socks,Clothing,72,Kansas,M,Yellow,Fall,4.2,No,2-Day Shipping,Yes,Yes,46,Venmo,Weekly
1565,22,Male,Socks,Clothing,29,California,M,Violet,Winter,3.8,No,Standard,Yes,No,16,Venmo,Every 3 Months
1565,22,Male,Shorts,Clothing,68,California,M,Teal,Spring,3.2,No,Store Pickup,No,No,45,PayPal,Every 3 Months
1565,22,Male,Gloves,Accessories,66,California,M,Gray,Spring,3.4,No,Free Shipping,Yes,No,14,Bank Transfer,Every 3 Months
1565,22,Male,Sunglasses,Accessories,90,California,S,Beige,Fall,3.3,No,Store Pickup,No,Yes,36,Credit Card,Every 3 Months
1565,22,Male,Coat,Outerwear,77,California,L,Gray,Winter,4.2,No,Store Pickup,No,Yes,20,Credit Card,Every 3 Months
1565,22,Male,Shoes,Footwear,92,California,M,Indigo,Summer,4.0,No,Next Day Air,Yes,Yes,20,PayPal,Every 3 Months
1565,22,Male,Backpack,Accessories,27,California,S,Brown,Fall,2.9,No,Express,Yes,No,2,Venmo,Every 3 Months
1565,22,Male,Coat,Outerwear,24,California,M,Olive,Winter,4.4,No,Standard,No,No,37,Venmo,Every 3 Months
1565,22,Male,Shirt,Clothing,68,California,L,Yellow,Spring,2.5,No,Free Shipping,Yes,No,18,Cash,Every 3 Months
1566,58,Male,T-shirt,Clothing,90,Idaho,M,Peach,Spring,4.7,No,Free Shipping,No,Yes,7,Debit Card,Annually
1566,58,Male,Hat,Accessories,34,Idaho,L,Silver,Winter,3.7,No,Free Shipping,No,No,44,Credit Card,Annually
1566,58,Male,Shoes,Footwear,81,Idaho,XL,Cyan,Summer,4.1,No,Free Shipping,Yes,No,48,Debit Card,Annually
1566,58,Male,Backpack,Accessories,54,Idaho,M,Blue,Summer,3.6,No,Store Pickup,No,Yes,30,Venmo,Annually
1566,58,Male,Blouse,Clothing,21,Idaho,L,Black,Spring,4.9,No,Express,No,Yes,22,Bank Transfer,Annually
1566,58,Male,Sneakers,Footwear,20,Idaho,M,Maroon,Summer,4.4,No,2-Day Shipping,No,No,22,Credit Card,Annually
1566,58,Male,Jeans,Clothing,47,Idaho,M,Yellow,Fall,2.8,No,Store Pickup,Yes,Yes,5,Credit Card,Annually
1566,58,Male,Handbag,Accessories,82,Idaho,S,Olive,Spring,4.6,No,Express,No,Yes,37,PayPal,Annually
1566,58,Male,Jeans,Clothing,53,Idaho,M,White,Spring,4.4,No,2-Day Shipping,Yes,No,40,PayPal,Annually
1566,58,Male,Sunglasses,Accessories,27,Idaho,M,Purple,Spring,2.9,No,2-Day Shipping,No,No,5,PayPal,Annually
1567,48,Male,Belt,Accessories,32,Wyoming,M,Olive,Summer,4.1,No,Express,Yes,No,19,Credit Card,Bi-Weekly
1567,48,Male,Backpack,Accessories,24,Wyoming,M,Yellow,Winter,3.5,No,2-Day Shipping,Yes,Yes,15,Venmo,Bi-Weekly
1567,48,Male,Hat,Accessories,28,Wyoming,S,Red,Winter,3.2,No,2-Day Shipping,Yes,Yes,14,PayPal,Bi-Weekly
1567,48,Male,Sweater,Clothing,64,Wyoming,M,Violet,Winter,4.4,No,2-Day Shipping,No,Yes,28,PayPal,Bi-Weekly
1567,48,Male,Socks,Clothing,76,Wyoming,S,Gold,Fall,3.4,No,2-Day Shipping,No,No,19,Credit Card,Bi-Weekly
1567,48,Male,Hoodie,Clothing,38,Wyoming,S,Red,Summer,4.9,No,Next Day Air,No,No,10,Cash,Bi-Weekly
1568,30,Male,Coat,Outerwear,65,Minnesota,M,White,Winter,4.2,No,2-Day Shipping,Yes,Yes,22,Bank Transfer,Monthly
1568,30,Male,Dress,Clothing,80,Minnesota,M,Indigo,Summer,2.9,No,Store Pickup,Yes,Yes,42,Credit Card,Monthly
1569,51,Male,Skirt,Clothing,36,Washington,L,Green,Winter,4.8,No,Standard,No,No,11,Debit Card,Monthly
1569,51,Male,Socks,Clothing,43,Washington,M,White,Summer,4.8,No,Store Pickup,No,Yes,24,PayPal,Monthly
1569,51,Male,Shorts,Clothing,41,Washington,L,Green,Winter,3.6,No,2-Day Shipping,No,No,20,PayPal,Monthly
1569,51,Male,Jewelry,Accessories,32,Washington,L,Maroon,Spring,2.8,No,Store Pickup,No,Yes,21,Debit Card,Monthly
1569,51,Male,Belt,Accessories,45,Washington,M,Maroon,Winter,3.9,No,2-Day Shipping,No,Yes,5,Venmo,Monthly
1569,51,Male,Jacket,Outerwear,26,Washington,M,Magenta,Summer,3.4,No,Next Day Air,No,Yes,24,Credit Card,Monthly
1569,51,Male,Handbag,Accessories,100,Washington,M,Red,Summer,4.3,No,Standard,Yes,No,22,Debit Card,Monthly
1569,51,Male,Sweater,Clothing,67,Washington,M,Charcoal,Fall,3.6,No,Express,Yes,Yes,47,PayPal,Monthly
1569,51,Male,Dress,Clothing,37,Washington,M,Brown,Spring,2.9,No,Store Pickup,Yes,Yes,16,PayPal,Monthly
1570,20,Male,Shirt,Clothing,26,Hawaii,M,Beige,Fall,3.7,No,2-Day Shipping,No,No,26,Cash,Weekly
1570,20,Male,Hoodie,Clothing,73,Hawaii,M,Black,Summer,2.9,No,Store Pickup,Yes,Yes,18,Venmo,Weekly
1570,20,Male,Backpack,Accessories,53,Hawaii,L,Cyan,Fall,2.9,No,Standard,No,Yes,6,Cash,Weekly
1571,30,Male,Blouse,Clothing,87,Missouri,M,Blue,Spring,3.3,No,Store Pickup,Yes,No,6,Cash,Every 3 Months
1571,30,Male,Handbag,Accessories,50,Missouri,M,Brown,Winter,4.9,No,Store Pickup,No,Yes,34,Bank Transfer,Every 3 Months
1571,30,Male,Sandals,Footwear,99,Missouri,L,Indigo,Spring,4.3,No,Next Day Air,No,No,33,PayPal,Every 3 Months
1571,30,Male,Sneakers,Footwear,30,Missouri,L,Violet,Spring,2.9,No,2-Day Shipping,No,Yes,18,PayPal,Every 3 Months
1571,30,Male,Socks,Clothing,50,Missouri,XL,Gray,Summer,4.6,No,2-Day Shipping,Yes,No,37,Cash,Every 3 Months
1571,30,Male,Gloves,Accessories,91,Missouri,M,Silver,Summer,4.2,No,Express,No,Yes,41,Venmo,Every 3 Months
1572,28,Male,Sunglasses,Accessories,35,Colorado,XL,Teal,Spring,3.9,No,Store Pickup,No,Yes,49,Bank Transfer,Fortnightly
1572,28,Male,Socks,Clothing,83,Colorado,S,Violet,Spring,4.0,No,Next Day Air,No,No,12,Debit Card,Fortnightly
1572,28,Male,Jacket,Outerwear,54,Colorado,M,White,Winter,3.2,No,2-Day Shipping,Yes,No,45,Cash,Fortnightly
1572,28,Male,Blouse,Clothing,65,Colorado,M,Green,Spring,4.9,No,Next Day Air,No,No,3,Bank Transfer,Fortnightly
1572,28,Male,Sweater,Clothing,95,Colorado,XL,Silver,Fall,4.2,No,Standard,No,No,24,Credit Card,Fortnightly
1572,28,Male,Jacket,Outerwear,53,Colorado,L,Violet,Summer,3.5,No,Free Shipping,No,No,3,Venmo,Fortnightly
1573,37,Male,Backpack,Accessories,39,Washington,M,Beige,Winter,4.8,No,2-Day Shipping,Yes,No,2,Venmo,Monthly
1573,37,Male,Blouse,Clothing,80,Washington,M,Red,Fall,4.7,No,Store Pickup,Yes,Yes,39,Credit Card,Monthly
1573,37,Male,Blouse,Clothing,67,Washington,M,Peach,Summer,3.7,No,Express,No,No,27,Debit Card,Monthly
1573,37,Male,Shirt,Clothing,51,Washington,M,Gray,Summer,4.7,No,Next Day Air,No,No,20,Cash,Monthly
1573,37,Male,Jacket,Outerwear,23,Washington,XL,Lavender,Winter,4.3,No,2-Day Shipping,No,Yes,20,PayPal,Monthly
1573,37,Male,Skirt,Clothing,48,Washington,L,Pink,Spring,3.7,No,Express,Yes,No,8,Credit Card,Monthly
1573,37,Male,Jeans,Clothing,35,Washington,M,Red,Summer,3.6,No,Free Shipping,No,Yes,41,Bank Transfer,Monthly
1573,37,Male,Gloves,Accessories,48,Washington,M,Orange,Fall,4.2,No,Store Pickup,Yes,No,31,Bank Transfer,Monthly
1574,36,Male,Gloves,Accessories,44,North Dakota,L,Brown,Summer,2.9,No,2-Day Shipping,No,No,29,Cash,Weekly
1574,36,Male,Jeans,Clothing,90,North Dakota,M,Violet,Summer,3.6,No,Free Shipping,No,Yes,20,PayPal,Weekly
1574,36,Male,Jeans,Clothing,77,North Dakota,M,Lavender,Fall,3.0,No,Store Pickup,No,Yes,46,Debit Card,Weekly
1574,36,Male,Boots,Footwear,34,North Dakota,L,Magenta,Fall,3.7,No,Standard,No,No,8,Cash,Weekly
1574,36,Male,Sunglasses,Accessories,64,North Dakota,M,Turquoise,Fall,2.5,No,Next Day Air,No,Yes,10,Bank Transfer,Weekly
1575,18,Male,Blouse,Clothing,82,Minnesota,M,Peach,Summer,3.8,No,Store Pickup,No,Yes,28,Cash,Bi-Weekly
1575,18,Male,Sneakers,Footwear,37,Minnesota,M,Orange,Winter,4.2,No,Standard,No,No,37,Debit Card,Bi-Weekly
1575,18,Male,Sweater,Clothing,77,Minnesota,M,Yellow,Winter,2.6,No,Free Shipping,Yes,No,16,Credit Card,Bi-Weekly
1575,18,Male,Socks,Clothing,91,Minnesota,S,Indigo,Winter,4.8,No,Free Shipping,No,Yes,8,Bank Transfer,Bi-Weekly
1575,18,Male,Jacket,Outerwear,32,Minnesota,M,Turquoise,Spring,2.7,No,Free Shipping,No,No,24,Debit Card,Bi-Weekly
1575,18,Male,Hoodie,Clothing,41,Minnesota,M,Silver,Spring,4.4,No,Free Shipping,Yes,No,3,Credit Card,Bi-Weekly
1575,18,Male,Jeans,Clothing,97,Minnesota,M,Gray,Spring,4.4,No,Store Pickup,No,No,41,Venmo,Bi-Weekly
1575,18,Male,Dress,Clothing,66,Minnesota,M,Beige,Fall,4.2,No,Standard,Yes,No,3,Cash,Bi-Weekly
1576,52,Male,Shoes,Footwear,39,California,L,Silver,Winter,3.2,No,Express,Yes,No,7,Debit Card,Fortnightly
1576,52,Male,Dress,Clothing,85,California,L,Blue,Summer,4.0,No,2-Day Shipping,No,No,43,PayPal,Fortnightly
1576,52,Male,Pants,Clothing,37,California,XL,Pink,Summer,3.9,No,Standard,No,Yes,27,Bank Transfer,Fortnightly
1576,52,Male,Jeans,Clothing,26,California,XL,Gray,Summer,4.8,No,Store Pickup,Yes,No,36,Bank Transfer,Fortnightly
1576,52,Male,Hoodie,Clothing,79,California,L,Brown,Summer,2.9,No,Next Day Air,Yes,No,13,Credit Card,Fortnightly
1576,52,Male,Gloves,Accessories,29,California,L,Indigo,Winter,4.1,No,Next Day Air,Yes,Yes,27,Debit Card,Fortnightly
1576,52,Male,Jewelry,Accessories,84,California,M,Gray,Fall,4.9,No,Next Day Air,Yes,No,46,PayPal,Fortnightly
1576,52,Male,Sunglasses,Accessories,63,California,XL,Teal,Fall,4.4,No,2-Day Shipping,No,No,35,Bank Transfer,Fortnightly
1577,56,Male,Shorts,Clothing,95,Michigan,M,Green,Spring,2.7,No,Free Shipping,No,Yes,40,PayPal,Monthly
1577,56,Male,Backpack,Accessories,88,Michigan,XL,Charcoal,Fall,3.8,No,Standard,No,Yes,38,Venmo,Monthly
1577,56,Male,Scarf,Accessories,50,Michigan,S,Violet,Fall,3.8,No,Free Shipping,No,Yes,6,Cash,Monthly
1577,56,Male,Sunglasses,Accessories,36,Michigan,M,Beige,Winter,2.8,No,Store Pickup,Yes,No,34,Venmo,Monthly
1577,56,Male,Gloves,Accessories,89,Michigan,M,Beige,Summer,3.6,No,Standard,No,Yes,11,Venmo,Monthly
1577,56,Male,Sneakers,Footwear,81,Michigan,L,Cyan,Fall,3.1,No,Next Day Air,No,No,29,Debit Card,Monthly
1577,56,Male,Scarf,Accessories,90,Michigan,S,Orange,Winter,4.4,No,2-Day Shipping,No,No,26,Venmo,Monthly
1578,68,Male,Hat,Accessories,70,Delaware,XL,Olive,Summer,2.5,No,Store Pickup,Yes,No,48,Credit Card,Fortnightly
1578,68,Male,Socks,Clothing,33,Delaware,M,Black,Summer,2.8,No,Express,Yes,No,39,Venmo,Fortnightly
1578,68,Male,Jewelry,Accessories,68,Delaware,M,Green,Fall,2.5,No,2-Day Shipping,No,Yes,41,Debit Card,Fortnightly
1578,68,Male,Belt,Accessories,79,Delaware,XL,Lavender,Spring,3.6,No,Store Pickup,Yes,No,36,Debit Card,Fortnightly
1578,68,Male,Belt,Accessories,100,Delaware,S,Gold,Winter,3.5,No,Express,No,Yes,23,Credit Card,Fortnightly
1578,68,Male,Hoodie,Clothing,44,Delaware,S,Gray,Spring,4.6,No,Express,No,Yes,29,Debit Card,Fortnightly
1579,62,Male,Shorts,Clothing,64,California,M,Teal,Summer,4.5,No,Free Shipping,Yes,Yes,47,Cash,Quarterly
1579,62,Male,Skirt,Clothing,73,California,S,Indigo,Summer,3.3,No,2-Day Shipping,Yes,No,10,Credit Card,Quarterly
1579,62,Male,Jacket,Outerwear,64,California,M,Red,Spring,3.3,No,Next Day Air,No,No,49,Debit Card,Quarterly
1579,62,Male,Sneakers,Footwear,34,California,M,Brown,Winter,3.0,No,2-Day Shipping,No,No,31,Debit Card,Quarterly
1579,62,Male,Jewelry,Accessories,97,California,L,Blue,Winter,2.9,No,Store Pickup,Yes,Yes,44,Bank Transfer,Quarterly
1579,62,Male,Socks,Clothing,33,California,L,Maroon,Fall,4.5,No,Express,No,No,5,Venmo,Quarterly
1580,35,Male,Belt,Accessories,50,Oklahoma,S,Purple,Winter,2.9,No,Standard,No,No,50,Bank Transfer,Monthly
1580,35,Male,Boots,Footwear,82,Oklahoma,S,Purple,Summer,4.1,No,Standard,Yes,No,37,Credit Card,Monthly
1580,35,Male,Dress,Clothing,81,Oklahoma,M,Magenta,Spring,3.0,No,Standard,Yes,No,37,Cash,Monthly
1580,35,Male,Sandals,Footwear,53,Oklahoma,XL,Brown,Fall,4.2,No,Next Day Air,Yes,No,18,Debit Card,Monthly
1580,35,Male,Belt,Accessories,36,Oklahoma,S,Purple,Fall,3.2,No,Standard,No,No,33,Bank Transfer,Monthly
1580,35,Male,Backpack,Accessories,36,Oklahoma,L,White,Winter,3.6,No,Free Shipping,Yes,Yes,31,Venmo,Monthly
1580,35,Male,Pants,Clothing,63,Oklahoma,M,Gray,Spring,3.5,No,Express,Yes,No,5,Credit Card,Monthly
1580,35,Male,Sweater,Clothing,65,Oklahoma,M,Lavender,Spring,4.0,No,Next Day Air,No,No,36,Bank Transfer,Monthly
1580,35,Male,Shirt,Clothing,22,Oklahoma,L,Purple,Spring,3.0,No,Store Pickup,No,Yes,7,Debit Card,Monthly
1581,65,Male,Shirt,Clothing,22,North Dakota,L,Gray,Fall,3.1,No,Free Shipping,No,No,29,Bank Transfer,Annually
1581,65,Male,Skirt,Clothing,97,North Dakota,XL,Green,Spring,3.4,No,Store Pickup,No,No,5,Cash,Annually
1581,65,Male,Boots,Footwear,48,North Dakota,M,Orange,Winter,3.8,No,Next Day Air,Yes,Yes,33,Cash,Annually
1581,65,Male,Shirt,Clothing,52,North Dakota,M,Orange,Spring,3.9,No,Free Shipping,Yes,No,48,Credit Card,Annually
1581,65,Male,Socks,Clothing,61,North Dakota,S,Teal,Fall,3.2,No,Standard,No,Yes,50,Bank Transfer,Annually
1581,65,Male,Shorts,Clothing,54,North Dakota,M,Beige,Spring,4.4,No,2-Day Shipping,Yes,Yes,40,Cash,Annually
1581,65,Male,Jacket,Outerwear,69,North Dakota,S,Magenta,Spring,4.5,No,Standard,Yes,No,30,Venmo,Annually
1581,65,Male,Sweater,Clothing,68,North Dakota,M,Green,Fall,3.7,No,2-Day Shipping,Yes,Yes,22,Cash,Annually
1582,69,Male,Gloves,Accessories,45,Ohio,S,Gold,Summer,4.9,No,Free Shipping,No,No,30,Debit Card,Quarterly
1582,69,Male,Scarf,Accessories,93,Ohio,L,Red,Fall,4.6,No,Next Day Air,Yes,Yes,1,Cash,Quarterly
1582,69,Male,Pants,Clothing,96,Ohio,L,Magenta,Fall,5.0,No,Store Pickup,Yes,No,42,Debit Card,Quarterly
1582,69,Male,Coat,Outerwear,91,Ohio,L,Lavender,Summer,2.9,No,Express,Yes,No,34,Bank Transfer,Quarterly
1582,69,Male,Backpack,Accessories,58,Ohio,L,Blue,Fall,4.0,No,Free Shipping,No,No,15,Bank Transfer,Quarterly
1582,69,Male,Jewelry,Accessories,54,Ohio,M,Teal,Spring,2.5,No,Next Day Air,No,Yes,48,Bank Transfer,Quarterly
1582,69,Male,Shoes,Footwear,40,Ohio,M,Teal,Summer,2.6,No,Free Shipping,Yes,No,43,Debit Card,Quarterly
1582,69,Male,Blouse,Clothing,25,Ohio,XL,Black,Fall,4.1,No,Standard,Yes,Yes,8,Cash,Quarterly
1582,69,Male,Skirt,Clothing,80,Ohio,S,Charcoal,Fall,2.7,No,Store Pickup,Yes,Yes,29,Credit Card,Quarterly
1583,28,Male,Coat,Outerwear,91,Hawaii,M,Pink,Spring,2.7,No,2-Day Shipping,Yes,No,22,Credit Card,Monthly
1583,28,Male,Skirt,Clothing,51,Hawaii,M,Magenta,Winter,3.2,No,Standard,No,Yes,47,Bank Transfer,Monthly
1583,28,Male,Jeans,Clothing,78,Hawaii,M,Brown,Summer,4.8,No,2-Day Shipping,Yes,Yes,27,Credit Card,Monthly
1583,28,Male,Sunglasses,Accessories,68,Hawaii,M,Purple,Summer,4.1,No,Express,Yes,No,42,PayPal,Monthly
1583,28,Male,Pants,Clothing,66,Hawaii,M,Charcoal,Winter,4.8,No,Next Day Air,No,Yes,10,Cash,Monthly
1583,28,Male,Coat,Outerwear,36,Hawaii,M,Charcoal,Spring,5.0,No,Free Shipping,No,Yes,5,Bank Transfer,Monthly
1583,28,Male,Socks,Clothing,57,Hawaii,M,Gray,Spring,3.5,No,Store Pickup,Yes,No,14,Cash,Monthly
1584,37,Male,Coat,Outerwear,32,Maryland,S,Indigo,Spring,4.6,No,Next Day Air,Yes,Yes,11,Credit Card,Annually
1584,37,Male,Shoes,Footwear,47,Maryland,M,Black,Summer,3.9,No,2-Day Shipping,Yes,Yes,32,Cash,Annually
1584,37,Male,Shoes,Footwear,32,Maryland,M,Gold,Spring,2.8,No,Next Day Air,No,Yes,1,Cash,Annually
1584,37,Male,Shorts,Clothing,65,Maryland,M,Silver,Winter,3.4,No,Store Pickup,No,No,36,PayPal,Annually
1584,37,Male,Shorts,Clothing,23,Maryland,L,Charcoal,Winter,3.0,No,2-Day Shipping,No,Yes,2,Cash,Annually
1585,41,Male,Shirt,Clothing,24,Hawaii,XL,Violet,Spring,3.8,No,Express,Yes,No,33,Venmo,Quarterly
1585,41,Male,Socks,Clothing,63,Hawaii,M,Teal,Summer,3.0,No,Next Day Air,No,Yes,12,Bank Transfer,Quarterly
1585,41,Male,Backpack,Accessories,84,Hawaii,S,Turquoise,Fall,4.5,No,Express,Yes,No,1,Credit Card,Quarterly
1586,37,Male,Sweater,Clothing,73,Alabama,S,Cyan,Summer,3.4,No,Express,Yes,No,34,Venmo,Fortnightly
1586,37,Male,Backpack,Accessories,61,Alabama,M,Beige,Winter,4.5,No,Express,Yes,Yes,24,Cash,Fortnightly
1587,25,Male,Socks,Clothing,73,Oklahoma,M,Beige,Spring,4.3,No,Store Pickup,Yes,Yes,48,Credit Card,Weekly
1587,25,Male,Jeans,Clothing,38,Oklahoma,XL,Olive,Winter,4.1,No,Next Day Air,No,No,29,Cash,Weekly
1587,25,Male,Sweater,Clothing,44,Oklahoma,M,Indigo,Winter,4.6,No,2-Day Shipping,No,Yes,40,Bank Transfer,Weekly
1587,25,Male,Shorts,Clothing,34,Oklahoma,L,Brown,Summer,2.9,No,Next Day Air,No,Yes,19,Bank Transfer,Weekly
1587,25,Male,Hoodie,Clothing,41,Oklahoma,L,Olive,Fall,2.8,No,Standard,Yes,No,45,Venmo,Weekly
1587,25,Male,Jewelry,Accessories,36,Oklahoma,M,Pink,Winter,4.1,No,Express,No,Yes,6,Bank Transfer,Weekly
1587,25,Male,Boots,Footwear,44,Oklahoma,M,Maroon,Spring,4.2,No,2-Day Shipping,No,No,6,Debit Card,Weekly
1587,25,Male,Boots,Footwear,29,Oklahoma,L,Silver,Spring,3.9,No,Free Shipping,Yes,Yes,45,Cash,Weekly
1587,25,Male,Gloves,Accessories,77,Oklahoma,S,Olive,Winter,3.1,No,Standard,Yes,No,42,Venmo,Weekly
1588,41,Male,Hoodie,Clothing,46,Alabama,L,Red,Summer,4.3,No,Store Pickup,Yes,Yes,24,Cash,Fortnightly
1588,41,Male,Sandals,Footwear,51,Alabama,S,Teal,Spring,4.4,No,Free Shipping,No,No,4,Debit Card,Fortnightly
1588,41,Male,Handbag,Accessories,26,Alabama,M,Yellow,Spring,4.0,No,Express,Yes,Yes,27,Cash,Fortnightly
1588,41,Male,Socks,Clothing,94,Alabama,L,Gray,Spring,4.7,No,Store Pickup,No,Yes,4,Venmo,Fortnightly
1588,41,Male,Coat,Outerwear,99,Alabama,M,Violet,Spring,3.9,No,Store Pickup,Yes,Yes,9,Venmo,Fortnightly
1588,41,Male,Sandals,Footwear,28,Alabama,S,Olive,Winter,3.5,No,Store Pickup,No,Yes,30,Bank Transfer,Fortnightly
1588,41,Male,Gloves,Accessories,98,Alabama,XL,Beige,Winter,4.3,No,Express,No,No,7,Bank Transfer,Fortnightly
1588,41,Male,Hoodie,Clothing,46,Alabama,M,Green,Winter,4.8,No,Free Shipping,Yes,No,49,Debit Card,Fortnightly
1589,48,Male,Sunglasses,Accessories,48,Vermont,M,Teal,Fall,2.8,No,2-Day Shipping,Yes,No,47,Cash,Monthly
1589,48,Male,Shoes,Footwear,38,Vermont,M,Gray,Spring,3.4,No,Free Shipping,No,Yes,31,Bank Transfer,Monthly
1589,48,Male,Hat,Accessories,29,Vermont,S,Green,Summer,4.0,No,Express,No,Yes,3,PayPal,Monthly
1589,48,Male,T-shirt,Clothing,81,Vermont,S,Teal,Winter,3.2,No,2-Day Shipping,Yes,Yes,20,Debit Card,Monthly
1590,42,Male,Blouse,Clothing,27,Ohio,M,Violet,Spring,3.0,No,Store Pickup,No,No,13,Bank Transfer,Weekly
1590,42,Male,Shorts,Clothing,46,Ohio,S,Violet,Summer,2.9,No,Free Shipping,No,Yes,21,Credit Card,Weekly
1590,42,Male,Shorts,Clothing,35,Ohio,XL,Gold,Winter,3.3,No,Next Day Air,No,Yes,22,Debit Card,Weekly
1591,54,Male,Jacket,Outerwear,62,Wisconsin,M,Black,Spring,4.5,No,Next Day Air,Yes,No,17,PayPal,Annually
